ID,FH,CL,CH,CD,FLA,FLL,FLW,PS,PE,PL,AWL,ANL,SN,PAF,PAS,PAT,GWE,GL,GWI
6532,100,131,40,0.622,73.33,42.9,1,35,3.17,26.83,1.2,0.313,64,3,2,NA,0.6342,1.0172,0.2675
6538,121,132.67,80,0.698,11.67,50.63,1.43,13.33,2.67,29.87,5.57,0.307,68.33,3,1,0,0.529,0.89,0.2599
6542_2,103,130.33,55,0.452,45,39.73,1.1,31.67,10.87,25.53,5.57,0.3,39.67,1,0,0,0.5865,0.9356,0.2662
6549,156,128.33,45,0.5817,43.33,34.57,1.23,25,2.07,29.37,3.67,0.28,80.67,3,1,0,0.5867,0.871,0.2697
6552,121,125.33,70,0.522,63.33,24.23,1.03,8.33,2.7,31.83,4.47,0.34,70,1,1,1,0.5463,0.9377,0.2507
6554,120,126.33,40,0.5537,56.67,48.83,1.4,23.33,2.83,28.2,5.9,0.33,68.33,3,4,1,0.759,0.9402,0.2565
6557,117,141,30,0.501,43.33,46.13,0.97,20,3.53,33.8,4.6,0.407,76.67,4,2,0,0.5524,0.9599,0.2374
6558,119,101.33,65,0.6033,85,27.23,1.03,26.67,6.77,20.97,4.47,0.307,47,3,0,0,0.5795,0.9251,0.2505
6560,110,140,50,0.781,16.67,51.47,1.2,21.67,4.17,32.67,1.5,0.35,179.67,1,0,0,0.5968,0.9124,0.2628
6561,109,111.33,60,0.5463,16.67,53,1.03,10,1.07,31.33,4.63,0.317,71.67,4,3,0,0.6194,0.9058,0.2483
6564,88,96.67,65,0.452,30,40.83,1.33,23.33,0,26.83,3.3,0.28,99.67,2,1,3,0.5661,0.901,0.2382
6565,117,98.33,50,0.5227,25,39.57,1.02,8.33,1.43,27.6,3.53,0.293,68,1,1,1,0.635,0.9761,0.2686
6571,113,134.67,30,0.6777,28.33,56.57,0.97,5,1.33,30.7,3.27,0.4,111.67,3,2,3,0.6538,0.9125,0.2844
6575,101,128,60,0.5283,60,45.83,1.37,43.33,3.77,30.47,4.77,0.32,72.33,2,0,0,0.678818182,1.0103,0.2673
6576,83,124.37,60,0.6667,53.33,45.77,1.22,26.67,2.93,30.73,4.17,0.277,91,3,NA,4,0.6201,0.9061,0.2639
6581,112,145.33,70,0.5193,83.33,36.77,1.23,13.33,7.3,30.97,6.13,0.3,62,5,4,0,0.6296,1.0454,0.2324
6586,131,154.67,60,0.729,10,34.07,1.23,18.33,8.5,29.73,6.4,0.34,65.33,4,2,1,0.6799,0.9336,0.2709
6589,140,116,40,0.667,75,53.03,1.13,30,1.67,32.13,4.6,0.4,77,3,3,NA,0.6117,0.9606,0.2584
6593,122,146,50,0.668,66.67,38.93,1.4,13.33,1.13,31.9,5.37,0.3,85.33,2,0,0,0.6096,NA,NA
6595,128,180.33,25,0.7407,8.33,35.63,1.23,5,3.43,32.67,3.87,0.27,138.33,3,0,NA,0.6661,0.9051,0.2721
6596,115,118.5,32.5,0.8067,14.17,64.92,1.15,17.5,0,30.53,2.52,0.24,122.17,3,3,0,0.531,0.9206,0.2566
6597,120,118,60,0.6383,53.33,48.37,0.93,36.67,2.73,25.87,0,0.32,106.67,4,1,1,0.5397,0.9147,0.2458
6598,103,98.33,50,0.668,13.33,54.5,1.03,10,3.17,29.87,5.17,0.32,83,1,0,1,0.5577,0.879,0.2457
6600,127,127.33,50,0.6457,23.33,50.87,1.17,26.67,3.67,34.27,6.03,0.34,96.67,3,1,3,0.6462,0.9523,0.2817
6601,66,92.67,50,0.5833,26.67,27.97,0.93,0,0,28.03,0.35,0.24,63.67,1,NA,0,0.6513,0.9399,0.2868
6602,105,121.67,45,0.5953,35,31.93,1.27,16.67,2.9,27.9,4.2,0.25,61.67,3,2,1,0.622,0.959,0.2682
6605,104,153,30,0.595,45,53.93,1.07,10,2.33,37.2,3.5,0.36,81,1,2,0,0.5104,0.9107,0.2124
6608,121,137,35,0.4787,91.67,39.2,1.03,23.33,4.23,25.13,1.23,0.32,80,4,2,0,0.5235,0.9386,0.2425
6609_2,77,103.33,60,0.4853,10,33.6,1.3,23.33,2.2,26.63,4.73,0.3,73,2,0,0,0.3875,0.9664,0.2671
6618,132,134,50,0.5963,11.67,70.77,1.2,13.33,3,29.57,5,0.32,121.33,4,1,0,0.459,0.8716,0.2515
